EDGEitems;EDGE_buildings;iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment;weight_convertEDGE;weight_Fedemand
feindliquid;;JETGAS;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;JETGAS;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;JETGAS;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;LPG;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LPG;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LPG;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;LPG;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;LPG;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LPG;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LPG;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;LPG;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LPG;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;LUBRIC;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LUBRIC;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LUBRIC;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;LUBRIC;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;LUBRIC;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LUBRIC;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;LUBRIC;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;LUBRIC;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;LUBRIC;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;NAPHTHA;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NAPHTHA;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NAPHTHA;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;NAPHTHA;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;NAPHTHA;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NAPHTHA;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NAPHTHA;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;NAPHTHA;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NAPHTHA;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;NGL;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NGL;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NGL;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;NGL;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;NGL;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NGL;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NGL;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;NGL;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NGL;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;NONBIODIES;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIODIES;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIODIES;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;NONBIODIES;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;NONBIODIES;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIODIES;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIODIES;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;NONBIODIES;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIODIES;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;NONBIOGASO;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOGASO;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOGASO;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;NONBIOGASO;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;NONBIOGASO;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOGASO;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOGASO;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;NONBIOGASO;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOGASO;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;NONBIOJETK;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOJETK;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOJETK;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;NONBIOJETK;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;NONBIOJETK;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOJETK;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;NONBIOJETK;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;NONBIOJETK;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONBIOJETK;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;NONCRUDE;TBLASTFUR;seliqfos;feli_steel;tdli_steel;0;;;1
feindliquid;;NONCRUDE;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;0;;;1
feindliquid;;OBIOLIQ;CHEMICAL;seliqbio;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;OBIOLIQ;CONSTRUC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;EBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;OBIOLIQ;ECOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;OBIOLIQ;FOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;INONSPEC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;IRONSTL;seliqbio;feli_steel;tdli_steel;1;;;1
feindliquid;;OBIOLIQ;MACHINE;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;MINING;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;NONFERR;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;NONMET;seliqbio;feli_cement;tdli_cement;1;;;1
feindliquid;;OBIOLIQ;PAPERPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;TBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;OBIOLIQ;TCOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;OBIOLIQ;TEXTILES;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;TGASWKS;seliqbio;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;OBIOLIQ;TRANSEQ;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OBIOLIQ;WOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;ONONSPEC;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ONONSPEC;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ONONSPEC;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;ONONSPEC;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;ONONSPEC;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ONONSPEC;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ONONSPEC;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;ONONSPEC;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ONONSPEC;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;OTHKERO;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;OTHKERO;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;OTHKERO;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;OTHKERO;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;OTHKERO;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;OTHKERO;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;OTHKERO;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;OTHKERO;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;OTHKERO;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;PARWAX;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;PARWAX;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;PARWAX;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;PARWAX;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;PARWAX;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;PARWAX;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;PARWAX;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;PARWAX;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;PARWAX;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;REFFEEDS;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFFEEDS;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFFEEDS;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;REFFEEDS;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;REFFEEDS;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFFEEDS;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFFEEDS;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;REFFEEDS;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFFEEDS;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;REFINGAS;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFINGAS;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFINGAS;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;REFINGAS;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;REFINGAS;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFINGAS;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;REFINGAS;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;REFINGAS;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;REFINGAS;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;RESFUEL;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;RESFUEL;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;RESFUEL;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;RESFUEL;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;RESFUEL;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;RESFUEL;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;RESFUEL;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;RESFUEL;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;RESFUEL;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;WHITESP;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;WHITESP;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;WHITESP;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;WHITESP;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;WHITESP;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;WHITESP;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;WHITESP;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;WHITESP;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;WHITESP;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindsolid;;ANTCOAL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;ANTCOAL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;ANTCOAL;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
